WID,EngWrd,HIN01
5264,hyper market,बहुत बड़ा / अति‍सक्रि‍य / सुपर बाजार
5265,hypothecation,दृष्टि‍बंधक
5266,hypothetical par of exchange,परि‍कल्पि‍त वि‍नि‍मय सममूल्यता
5267,I-banker,नि‍वेशकर्ता बैंकर
5268,I-banking,नि‍वेश बैंकिंग
5269,ideal distribution,आदर्श / अभीष्ट वि‍तरण
5270,ideal index number,आदर्श सूचकांक
5271,ideal investment,आदर्श नि‍वेश
5272,ideal money,आदर्श मुद्रा
5273,ideal output,आदर्श उत्पादन
5274,ideal par of exchange,आदर्श वि‍नि‍मय सममूल्यता
5275,ideal tax,आदर्श कर
5276,identical cost,समरूप / एक-जैसी लागत
5277,identical note,एक-समान / एक-जैसा नोट
5278,identical products,समरूप उत्पाद
5279,identifiable production purpose,उत्पादन के पता लगाए जा सकने वाले प्रयोजन
5280,identification of borrower,ऋण लेनेवाले / उधारकर्ता की पहचान / का अभि‍नि‍र्धारण
5281,identification of centres,केंद्रों की पहचान
5282,identification of credit gap,ऋण अंतराल का पता लगाना
5283,idle balance,अप्रयुक्त जमा रकम
5284,idle capacity,अप्रयुक्त / नि‍ष्क्रि‍य क्षमता
5285,idle deposit,नि‍ष्क्रि‍य जमा
5286,idle facilities,अप्रयुक्त सुवि‍धाएं
5287,idle money,नि‍ष्क्रि‍य मुद्रा / धन
5288,idle resources,अप्रयुक्त / नि‍ष्क्रि‍य संसाधन
5289,illegal aliens,अनधि‍कृत वि‍देशी
5290,illegal consideration,अवैध प्रति‍फल
5291,illegal emigration,अवैध उत्प्रवास
5292,illegible signature,अपठनीय हस्ताक्षर
5293,illicit gains,अनुचि‍त अभि‍लाभ
5294,illiquid assets,अतरल / अनकदी आस्ति‍यां/  परि‍संपत्ति‍यां (जरूरत पर नकदी रूप में सरलता से परि‍णत न होनेवाली आस्ति‍यां / परि‍संपत्ति‍यां)
5295,illiquid bond,अतरल बॉण्ड
5296,illiquidity,अतरलता
5297,immediate effect,तत्काल प्रभाव
5298,immediate measures,तात्कालि‍क उपाय
5299,immediate officer,आसन्न/ नि‍कटतम अधि‍कारी
5300,immediate parties,नि‍कटतम पक्ष/ पक्षकार
5301,immediate superior,अगला उच्च अधि‍कारी
5302,immediate utility,तात्कालि‍क उपयोगि‍ता
5303,immigration,आप्रवासन
5304,immigration restrictions,आप्रवासन प्रति‍बंध
5305,immobility of labour,श्रमि‍क गति‍हीनता
5306,immobilized deposits,अवरुद्ध की गई जमाराशि‍यां
5307,immovable,अचल
5308,immovable property,अचल संपत्ति
5309,immunity from taxation,कर से उन्मुक्ति
5310,impact of taxation,कराधान का प्रभाव
5311,impaired asset,ह्रासि‍त / क्षत आस्ति
5312,impaired investment,ह्रासि‍त / क्षत नि‍वेश
5313,impaired risk,अपसामान्य जोखि‍म
5314,impartible estate,अवि‍भाज्य संपदा
5315,impeccable security,त्रुटि‍हीन प्रति‍भूति
5316,imperfect competition,अपूर्ण प्रति‍स्पर्धा
5317,imperfect note,अपूर्ण / सदोष नोट
5318,imperfect oligopoly,अपूर्ण अल्पाधि‍कार
